# 41113 frames, 8 streams

===== 192.168.1.188:59465 -> 192.168.1.2:15740 (CLIENT ->) =====
  InitCommandReq guid=b6120b165fca97c2ba0ca1a34a5589b0 name='Bobbys-MacBook-Pro\x00' ver=0x10000
  CmdRequest  op=OpenSession                    txid=1 phase=0 params=['0xffff', '0x0', '0x0', '0x0', '0x0']
  CmdResponse code=OK                     txid=1499 params=[]
  StartData   txid=1500 total=154 bytes
  Data    txid=1500 (154 bytes)
  CmdResponse code=OK                     txid=1500 params=[]
  StartData   txid=1501 total=154 bytes
  Data    txid=1501 (154 bytes)
  CmdResponse code=OK                     txid=1501 params=[]
  StartData   txid=1502 total=154 bytes
  Data    txid=1502 (154 bytes)
  CmdResponse code=OK                     txid=1502 params=[]
  StartData   txid=1503 total=154 bytes
  Data    txid=1503 (154 bytes)
  CmdResponse code=OK                     txid=1503 params=[]
  StartData   txid=1504 total=154 bytes
  Data    txid=1504 (154 bytes)
  CmdResponse code=OK                     txid=1504 params=[]
  StartData   txid=1505 total=154 bytes
  Data    txid=1505 (154 bytes)
  CmdResponse code=OK                     txid=1505 params=[]
  StartData   txid=1506 total=154 bytes
  Data    txid=1506 (154 bytes)
  CmdResponse code=OK                     txid=1506 params=[]
  StartData   txid=1507 total=154 bytes
  Data    txid=1507 (154 bytes)
  CmdResponse code=OK                     txid=1507 params=[]
  StartData   txid=1508 total=154 bytes
  Data    txid=1508 (154 bytes)
  CmdResponse code=OK                     txid=1508 params=[]
  StartData   txid=1509 total=154 bytes
  Data    txid=1509 (154 bytes)
  CmdResponse code=OK                     txid=1509 params=[]
  StartData   txid=1510 total=154 bytes
  Data    txid=1510 (154 bytes)
  CmdResponse code=OK                     txid=1510 params=[]
  StartData   txid=1511 total=154 bytes
  Data    txid=1511 (154 bytes)
  CmdResponse code=OK                     txid=1511 params=[]
  StartData   txid=1512 total=154 bytes
  Data    txid=1512 (154 bytes)
  CmdResponse code=OK                     txid=1512 params=[]
  StartData   txid=1513 total=154 bytes
  Data    txid=1513 (154 bytes)
  CmdResponse code=OK                     txid=1513 params=[]
  StartData   txid=1514 total=154 bytes
  Data    txid=1514 (154 bytes)
  CmdResponse code=OK                     txid=1514 params=[]
  StartData   txid=1515 total=154 bytes
  Data    txid=1515 (154 bytes)
  CmdResponse code=OK                     txid=1515 params=[]
  StartData   txid=1516 total=154 bytes
  Data    txid=1516 (154 bytes)
  CmdResponse code=OK                     txid=1516 params=[]
  StartData   txid=1517 total=154 bytes
  Data    txid=1517 (154 bytes)
  CmdResponse code=OK                     txid=1517 params=[]
  StartData   txid=1518 total=154 bytes
  Data    txid=1518 (154 bytes)
  CmdResponse code=OK                     txid=1518 params=[]
  StartData   txid=1519 total=154 bytes
  Data    txid=1519 (154 bytes)
  CmdResponse code=OK                     txid=1519 params=[]
  StartData   txid=1520 total=154 bytes
  Data    txid=1520 (154 bytes)
  CmdResponse code=OK                     txid=1520 params=[]
  StartData   txid=1521 total=154 bytes
  Data    txid=1521 (154 bytes)
  CmdResponse code=OK                     txid=1521 params=[]
  StartData   txid=1522 total=154 bytes
  Data    txid=1522 (154 bytes)
  CmdResponse code=OK                     txid=1522 params=[]
  StartData   txid=1523 total=154 bytes
  Data    txid=1523 (154 bytes)
  CmdResponse code=OK                     txid=1523 params=[]
  StartData   txid=1524 total=154 bytes
  Data    txid=1524 (154 bytes)
  CmdResponse code=OK                     txid=1524 params=[]
  StartData   txid=1525 total=154 bytes
  Data    txid=1525 (154 bytes)
  CmdResponse code=OK                     txid=1525 params=[]
  StartData   txid=1526 total=154 bytes
  Data    txid=1526 (154 bytes)
  CmdResponse code=OK                     txid=1526 params=[]
  StartData   txid=1527 total=154 bytes
  Data    txid=1527 (154 bytes)
  CmdResponse code=OK                     txid=1527 params=[]
  StartData   txid=1528 total=154 bytes
  Data    txid=1528 (154 bytes)
  CmdResponse code=OK                     txid=1528 params=[]
  StartData   txid=1529 total=154 bytes
  Data    txid=1529 (154 bytes)
  CmdResponse code=OK                     txid=1529 params=[]
  StartData   txid=1530 total=154 bytes
  Data    txid=1530 (154 bytes)
  CmdResponse code=OK                     txid=1530 params=[]
  StartData   txid=1531 total=154 bytes
  Data    txid=1531 (154 bytes)
  CmdResponse code=OK                     txid=1531 params=[]
  StartData   txid=1532 total=154 bytes
  Data    txid=1532 (154 bytes)
  CmdResponse code=OK                     txid=1532 params=[]
  StartData   txid=1533 total=12674 bytes
  Data    txid=1533 (12674 bytes)
  CmdResponse code=OK                     txid=1533 params=[]
  StartData   txid=1534 total=13906 bytes
  Data    txid=1534 (13906 bytes)
  CmdResponse code=OK                     txid=1534 params=[]
  StartData   txid=1535 total=13866 bytes
  Data    txid=1535 (13866 bytes)
  CmdResponse code=OK                     txid=1535 params=[]
  StartData   txid=1536 total=12975 bytes
  Data    txid=1536 (12975 bytes)
  CmdResponse code=OK                     txid=1536 params=[]
  StartData   txid=1537 total=12881 bytes
  Data    txid=1537 (12881 bytes)
  CmdResponse code=OK                     txid=1537 params=[]
  StartData   txid=1538 total=12916 bytes
  Data    txid=1538 (12916 bytes)
  CmdResponse code=OK                     txid=1538 params=[]
  StartData   txid=1539 total=13171 bytes
  Data    txid=1539 (13171 bytes)
  CmdResponse code=OK                     txid=1539 params=[]
  StartData   txid=1540 total=13463 bytes
  Data    txid=1540 (13463 bytes)
  CmdResponse code=OK                     txid=1540 params=[]
  StartData   txid=1541 total=12464 bytes
  Data    txid=1541 (12464 bytes)
  CmdResponse code=OK                     txid=1541 params=[]
  StartData   txid=1542 total=11633 bytes
  Data    txid=1542 (11633 bytes)
  CmdResponse code=OK                     txid=1542 params=[]
  StartData   txid=1543 total=11825 bytes
  Data    txid=1543 (11825 bytes)
  CmdResponse code=OK                     txid=1543 params=[]
  StartData   txid=1544 total=11997 bytes
  Data    txid=1544 (11997 bytes)
  CmdResponse code=OK                     txid=1544 params=[]
  StartData   txid=1545 total=12865 bytes
  Data    txid=1545 (12865 bytes)
  CmdResponse code=OK                     txid=1545 params=[]
  StartData   txid=1546 total=12597 bytes
  Data    txid=1546 (12597 bytes)
  CmdResponse code=OK                     txid=1546 params=[]
  StartData   txid=1547 total=12557 bytes
  Data    txid=1547 (12557 bytes)
  CmdResponse code=OK                     txid=1547 params=[]
  StartData   txid=1548 total=13089 bytes
  Data    txid=1548 (13089 bytes)
  CmdResponse code=OK                     txid=1548 params=[]
  StartData   txid=1549 total=12907 bytes
  Data    txid=1549 (12907 bytes)
  CmdResponse code=OK                     txid=1549 params=[]
  StartData   txid=1550 total=13866 bytes
  Data    txid=1550 (13866 bytes)
  CmdResponse code=OK                     txid=1550 params=[]
  StartData   txid=1551 total=13414 bytes
  Data    txid=1551 (13414 bytes)
  CmdResponse code=OK                     txid=1551 params=[]
  StartData   txid=1552 total=13963 bytes
  Data    txid=1552 (13963 bytes)
  CmdResponse code=OK                     txid=1552 params=[]
  StartData   txid=1553 total=13564 bytes
  Data    txid=1553 (13564 bytes)
  CmdResponse code=OK                     txid=1553 params=[]
  StartData   txid=1554 total=14314 bytes
  Data    txid=1554 (14314 bytes)
  CmdResponse code=OK                     txid=1554 params=[]
  StartData   txid=1555 total=14858 bytes
  Data    txid=1555 (14858 bytes)
  CmdResponse code=OK                     txid=1555 params=[]
  StartData   txid=1556 total=14390 bytes
  Data    txid=1556 (14390 bytes)
  CmdResponse code=OK                     txid=1556 params=[]
  StartData   txid=1557 total=12203 bytes
  Data    txid=1557 (12203 bytes)
  CmdResponse code=OK                     txid=1557 params=[]
  StartData   txid=1558 total=11093 bytes
  Data    txid=1558 (11093 bytes)
  CmdResponse code=OK                     txid=1558 params=[]
  StartData   txid=1559 total=13491 bytes
  Data    txid=1559 (13491 bytes)
  CmdResponse code=OK                     txid=1559 params=[]
  StartData   txid=1560 total=12766 bytes
  Data    txid=1560 (12766 bytes)
  CmdResponse code=OK                     txid=1560 params=[]
  StartData   txid=1561 total=16087 bytes
  Data    txid=1561 (16087 bytes)
  CmdResponse code=OK                     txid=1561 params=[]
  StartData   txid=1562 total=13101 bytes
  Data    txid=1562 (13101 bytes)
  CmdResponse code=OK                     txid=1562 params=[]
  StartData   txid=1563 total=12539 bytes
  Data    txid=1563 (12539 bytes)
  CmdResponse code=OK                     txid=1563 params=[]
  StartData   txid=1564 total=14791 bytes
  Data    txid=1564 (14791 bytes)
  CmdResponse code=OK                     txid=1564 params=[]
  StartData   txid=1565 total=13998 bytes
  Data    txid=1565 (13998 bytes)
  CmdResponse code=OK                     txid=1565 params=[]
  StartData   txid=1566 total=15498 bytes
  Data    txid=1566 (15498 bytes)
  CmdResponse code=OK                     txid=1566 params=[]
  StartData   txid=1567 total=15404 bytes
  Data    txid=1567 (15404 bytes)
  CmdResponse code=OK                     txid=1567 params=[]
  StartData   txid=1568 total=14212 bytes
  Data    txid=1568 (14212 bytes)
  CmdResponse code=OK                     txid=1568 params=[]
  StartData   txid=1569 total=14247 bytes
  Data    txid=1569 (14247 bytes)
  CmdResponse code=OK                     txid=1569 params=[]
  StartData   txid=1570 total=13008 bytes
  Data    txid=1570 (13008 bytes)
  CmdResponse code=OK                     txid=1570 params=[]
  StartData   txid=1571 total=13388 bytes
  Data    txid=1571 (13388 bytes)
  CmdResponse code=OK                     txid=1571 params=[]
  StartData   txid=1572 total=13367 bytes
  Data    txid=1572 (13367 bytes)
  CmdResponse code=OK                     txid=1572 params=[]
  StartData   txid=1573 total=13522 bytes
  Data    txid=1573 (13522 bytes)
  CmdResponse code=OK                     txid=1573 params=[]
  StartData   txid=1574 total=14361 bytes
  Data    txid=1574 (14361 bytes)
  CmdResponse code=OK                     txid=1574 params=[]
  StartData   txid=1575 total=14410 bytes
  Data    txid=1575 (14410 bytes)
  CmdResponse code=OK                     txid=1575 params=[]
  StartData   txid=1576 total=12278 bytes
  Data    txid=1576 (12278 bytes)
  CmdResponse code=OK                     txid=1576 params=[]
  StartData   txid=1577 total=14836 bytes
  Data    txid=1577 (14836 bytes)
  CmdResponse code=OK                     txid=1577 params=[]
  StartData   txid=1578 total=16128 bytes
  Data    txid=1578 (16128 bytes)
  CmdResponse code=OK                     txid=1578 params=[]
  StartData   txid=1579 total=14666 bytes
  Data    txid=1579 (14666 bytes)
  CmdResponse code=OK                     txid=1579 params=[]
  StartData   txid=1580 total=15942 bytes
  Data    txid=1580 (15942 bytes)
  CmdResponse code=OK                     txid=1580 params=[]
  StartData   txid=1581 total=12917 bytes
  Data    txid=1581 (12917 bytes)
  CmdResponse code=OK                     txid=1581 params=[]
  StartData   txid=1582 total=12963 bytes
  Data    txid=1582 (12963 bytes)
  CmdResponse code=OK                     txid=1582 params=[]
  StartData   txid=1583 total=11889 bytes
  Data    txid=1583 (11889 bytes)
  CmdResponse code=OK                     txid=1583 params=[]
  StartData   txid=1584 total=14246 bytes
  Data    txid=1584 (14246 bytes)
  CmdResponse code=OK                     txid=1584 params=[]
  StartData   txid=1585 total=14379 bytes
  Data    txid=1585 (14379 bytes)
  CmdResponse code=OK                     txid=1585 params=[]
  StartData   txid=1586 total=12640 bytes
  Data    txid=1586 (12640 bytes)
  CmdResponse code=OK                     txid=1586 params=[]
  StartData   txid=1587 total=14918 bytes
  Data    txid=1587 (14918 bytes)
  CmdResponse code=OK                     txid=1587 params=[]
  StartData   txid=1588 total=12146 bytes
  Data    txid=1588 (12146 bytes)
  CmdResponse code=OK                     txid=1588 params=[]
  StartData   txid=1589 total=10948 bytes
  Data    txid=1589 (10948 bytes)
  CmdResponse code=OK                     txid=1589 params=[]
  StartData   txid=1590 total=13525 bytes
  Data    txid=1590 (13525 bytes)
  CmdResponse code=OK                     txid=1590 params=[]
  StartData   txid=1591 total=12332 bytes
  Data    txid=1591 (12332 bytes)
  CmdResponse code=OK                     txid=1591 params=[]
  StartData   txid=1592 total=12794 bytes
  Data    txid=1592 (12794 bytes)
  CmdResponse code=OK                     txid=1592 params=[]
  StartData   txid=1593 total=10740 bytes
  Data    txid=1593 (10740 bytes)
  CmdResponse code=OK                     txid=1593 params=[]
  StartData   txid=1594 total=13141 bytes
  Data    txid=1594 (13141 bytes)
  CmdResponse code=OK                     txid=1594 params=[]
  StartData   txid=1595 total=12064 bytes
  Data    txid=1595 (12064 bytes)
  CmdResponse code=OK                     txid=1595 params=[]
  StartData   txid=1596 total=12644 bytes
  Data    txid=1596 (12644 bytes)
  CmdResponse code=OK                     txid=1596 params=[]
  StartData   txid=1597 total=12388 bytes
  Data    txid=1597 (12388 bytes)
  CmdResponse code=OK                     txid=1597 params=[]
  StartData   txid=1598 total=13659 bytes
  Data    txid=1598 (13659 bytes)
  CmdResponse code=OK                     txid=1598 params=[]
  StartData   txid=1599 total=12746 bytes
  Data    txid=1599 (12746 bytes)
  CmdResponse code=OK                     txid=1599 params=[]
  StartData   txid=1600 total=13305 bytes
  Data    txid=1600 (13305 bytes)
  CmdResponse code=OK                     txid=1600 params=[]
  StartData   txid=1601 total=10030 bytes
  Data    txid=1601 (10030 bytes)
  CmdResponse code=OK                     txid=1601 params=[]
  StartData   txid=1602 total=12646 bytes
  Data    txid=1602 (12646 bytes)
  CmdResponse code=OK                     txid=1602 params=[]
  StartData   txid=1603 total=12626 bytes
  Data    txid=1603 (12626 bytes)
  CmdResponse code=OK                     txid=1603 params=[]
  StartData   txid=1604 total=12926 bytes
  Data    txid=1604 (12926 bytes)
  CmdResponse code=OK                     txid=1604 params=[]
  StartData   txid=1605 total=13028 bytes
  Data    txid=1605 (13028 bytes)
  CmdResponse code=OK                     txid=1605 params=[]
  StartData   txid=1606 total=16621 bytes
  Data    txid=1606 (16621 bytes)
  CmdResponse code=OK                     txid=1606 params=[]
